CustomerID,CustomerName,FirstName,LastName,BirthDate,EmailAddress,username,fullname,CUIT,Country,Document,Agent
191,"Tailspin Toys (Orchard Hill, GA)",Carson,Bryant,20/12/1949,carson17@adventure-works.com,carson17,Carson Bryant,,United States,AW00011190,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.104 AOL/9.8 AOLBuild/4346.13.US Safari/537.36"
192,"Tailspin Toys (Optimo, NM)",Kristi,Perez,17/06/1951,kristi39@adventure-works.com,kristi39,Kristi Perez,,United States,AW00011191,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAAU; rv:11.0) like Gecko
193,"Tailspin Toys (Knifley, KY)",James,Brown,13/03/1951,james79@adventure-works.com,james79,James Brown,,United States,AW00011192,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
194,"Tailspin Toys (Naples Park, FL)",Ian,Gray,13/08/1950,ian72@adventure-works.com,ian72,Ian Gray,,United States,AW00011193,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)
195,"Tailspin Toys (Lesslie, SC)",Jacqueline,Price,08/12/1950,jacqueline0@adventure-works.com,jacqueline0,Jacqueline Price,,United States,AW00011194,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0
196,"Tailspin Toys (Howells, NE)",Megan,Henderson,10/08/1951,megan55@adventure-works.com,megan55,Megan Henderson,,United States,AW00011195,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
197,"Tailspin Toys (Magalia, CA)",Alfredo,Romero,05/12/1951,alfredo10@adventure-works.com,alfredo10,Alfredo Romero,,United States,AW00011196,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
198,"Tailspin Toys (Buell, MO)",Andrea,Morris,16/12/1951,andrea18@adventure-works.com,andrea18,Andrea Morris,,United States,AW00011197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9"
199,"Tailspin Toys (Antonito, CO)",Brooke,Sanders,25/05/1952,brooke3@adventure-works.com,brooke3,Brooke Sanders,,United States,AW00011198,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
200,"Tailspin Toys (Tooele, UT)",Jacqueline,Bennett,02/11/1957,jacqueline1@adventure-works.com,jacqueline1,Jacqueline Bennett,,United States,AW00011199,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
201,"Tailspin Toys (Skyway, WA)",Jason,Griffin,21/05/1953,jason18@adventure-works.com,jason18,Jason Griffin,,Canada,AW00011200,"Mozilla/5.0 (iPad; CPU OS 7_0_2 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A501 Safari/9537.53"
401,Wingtip Toys (Head Office),Amanda,Foster,14/02/1953,amanda37@adventure-works.com,amanda37,Amanda Foster,,United States,AW00011201,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MAARJS; rv:11.0) like Gecko
402,"Wingtip Toys (Black Lick, PA)",Alexia,Price,22/08/1958,alexia0@adventure-works.com,alexia0,Alexia Price,,United States,AW00011202,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
403,"Wingtip Toys (Queen Valley, AZ)",Luis,Diaz,18/08/1959,luis21@adventure-works.com,luis21,Luis Diaz,,Canada,AW00011203,"Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53"
404,"Wingtip Toys (Penns Creek, PA)",Destiny,Rivera,29/11/1953,destiny33@adventure-works.com,destiny33,Destiny Rivera,,United States,AW00011204,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko
405,"Wingtip Toys (Bourbonnais, IL)",Abby,Fernandez,21/01/1954,abby13@adventure-works.com,abby13,Abby Fernandez,,United States,AW00011205,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/7.0.55539 Mobile/12F69 Safari/600.1.4"
406,"Wingtip Toys (Tuscaloosa, AL)",Blake,Flores,24/03/1954,blake60@adventure-works.com,blake60,Blake Flores,,United States,AW00011206,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2"
407,"Wingtip Toys (Mooringsport, LA)",Danielle,Cox,16/01/1954,danielle12@adventure-works.com,danielle12,Danielle Cox,,United States,AW00011207,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0
408,"Wingtip Toys (Rockwall, TX)",Maria,Reed,03/08/1953,maria4@adventure-works.com,maria4,Maria Reed,,United States,AW00011208,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MASMJS; rv:11.0) like Gecko
409,"Wingtip Toys (Orick, CA)",Allison,Evans,12/07/1953,allison21@adventure-works.com,allison21,Allison Evans,,United States,AW00011209,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
410,"Wingtip Toys (Bernstein, TX)",Edward,Wood,06/12/1953,edward50@adventure-works.com,edward50,Edward Wood,,United States,AW00011210,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
411,"Wingtip Toys (Edmund, WI)",Samantha,Russell,08/10/1960,samantha42@adventure-works.com,samantha42,Samantha Russell,,Canada,AW00011211,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174"
412,"Wingtip Toys (Bozeman Hot Springs, MT)",Chloe,Campbell,05/05/1955,chloe4@adventure-works.com,chloe4,Chloe Campbell,,Canada,AW00011212,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; FunWebProducts; rv:11.0) like Gecko
413,"Wingtip Toys (Truscott, TX)",Stephanie,Murphy,11/11/1954,stephanie11@adventure-works.com,stephanie11,Stephanie Murphy,,United States,AW00011213,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko
414,"Wingtip Toys (Rose Tree, PA)",Charles,Miller,07/05/1955,charles9@adventure-works.com,charles9,Charles Miller,,United States,AW00011214,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;ENUS; rv:11.0) like Gecko
415,"Wingtip Toys (Leathersville, GA)",Ana,Perry,17/06/1961,ana7@adventure-works.com,ana7,Ana Perry,,Canada,AW00011215,"Mozilla/5.0 (Linux; Android 4.4.2; SM-T230NU Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36"
416,"Wingtip Toys (Necedah, WI)",Jasmine,Torres,17/11/1955,jasmine32@adventure-works.com,jasmine32,Jasmine Torres,,United States,AW00011216,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; EIE10;ENUSWOL; rv:11.0) like Gecko
417,"Wingtip Toys (Chetek, WI)",Natalie,Adams,11/08/1955,natalie58@adventure-works.com,natalie58,Natalie Adams,,United States,AW00011217,Mozilla/5.0 (Windows NT 5.1; rv:39.0) Gecko/20100101 Firefox/39.0
418,"Wingtip Toys (Yaak, MT)",Olivia,Brown,07/09/1961,olivia4@adventure-works.com,olivia4,Olivia Brown,,United States,AW00011218,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:39.0) Gecko/20100101 Firefox/39.0
419,"Wingtip Toys (Compass Lake, FL)",Charles,Cook,31/05/1956,charles69@adventure-works.com,charles69,Charles Cook,,United States,AW00011219,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; KFJWA Build/IMM76D) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36"
420,"Wingtip Toys (Herlong, CA)",Erica,Huang,19/02/1961,erica5@adventure-works.com,erica5,Erica Huang,,United States,AW00011220,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174"
421,"Wingtip Toys (Highland Home, AL)",Nathan,Perry,08/12/1955,nathan3@adventure-works.com,nathan3,Nathan Perry,,United States,AW00011221,"Mozilla/5.0 (Linux; Android 4.0.4; BNTV600 Build/IMM76L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Safari/537.36"
422,"Wingtip Toys (Naches, WA)",Alexandra,Rivera,14/02/1956,alexandra11@adventure-works.com,alexandra11,Alexandra Rivera,,United States,AW00011222,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
423,"Wingtip Toys (Baldwin City, KS)",Hailey,Patterson,15/03/1957,hailey30@adventure-works.com,hailey30,Hailey Patterson,,Canada,AW00011223,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36"
424,"Wingtip Toys (Heartwell, NE)",Tiffany,Li,05/03/1957,tiffany3@adventure-works.com,tiffany3,Tiffany Li,,United States,AW00011224,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"
425,"Wingtip Toys (Bethel Acres, OK)",Madison,Lee,12/02/1962,madison22@adventure-works.com,madison22,Madison Lee,,United States,AW00011225,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie9; rv:11.0) like Gecko
426,"Wingtip Toys (Willow Valley, AZ)",Sydney,Ross,23/09/1962,sydney26@adventure-works.com,sydney26,Sydney Ross,,United States,AW00011226,"Mozilla/5.0 (Linux; Android 5.0.2; SM-T530NU Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36"
427,"Wingtip Toys (Athol Springs, NY)",Marshall,Chavez,08/08/1962,marshall35@adventure-works.com,marshall35,Marshall Chavez,,United States,AW00011227,"Mozilla/5.0 (iPad; CPU OS 9_0 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13A4325c Safari/601.1"
428,"Wingtip Toys (Paw Paw Lake, MI)",Ashley,Jones,16/10/1956,ashley3@adventure-works.com,ashley3,Ashley Jones,,United States,AW00011228,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
429,"Wingtip Toys (Lilbourn, MO)",Adrian,Stewart,01/06/1957,adrian21@adventure-works.com,adrian21,Adrian Stewart,,United States,AW00011229,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4"
430,"Wingtip Toys (Lost River, ID)",Amber,Turner,30/09/1956,amber4@adventure-works.com,amber4,Amber Turner,,United States,AW00011230,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0
431,"Wingtip Toys (Rosa Sánchez, PR)",Dennis,Zhang,11/11/1963,dennis1@adventure-works.com,dennis1,Dennis Zhang,,United States,AW00011231,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36"
432,"Wingtip Toys (Vamo, FL)",Hailey,Bryant,27/03/1958,hailey38@adventure-works.com,hailey38,Hailey Bryant,,United States,AW00011232,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36"
433,"Wingtip Toys (Balko, OK)",Todd,Li,06/09/1963,todd5@adventure-works.com,todd5,Todd Li,,United States,AW00011233,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/7.0)
434,"Wingtip Toys (Lime Lake, NY)",Anna,Griffin,19/05/1958,anna46@adventure-works.com,anna46,Anna Griffin,,United States,AW00011234,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0
435,"Wingtip Toys (Teutopolis, IL)",Angel,Stewart,07/08/1957,angel24@adventure-works.com,angel24,Angel Stewart,,United States,AW00011235,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:39.0) Gecko/20100101 Firefox/39.0
436,"Wingtip Toys (Gargatha, VA)",Jeremy,Butler,02/09/1957,jeremy29@adventure-works.com,jeremy29,Jeremy Butler,,United States,AW00011236,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
437,"Wingtip Toys (Cadogan, PA)",Clarence,Anand,22/03/1964,clarence36@adventure-works.com,clarence36,Clarence Anand,,Germany,AW00011237,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D508 Safari/600.1.4"
438,"Wingtip Toys (Lucasville, OH)",Mayra,Prasad,07/02/1964,mayra9@adventure-works.com,mayra9,Mayra Prasad,,United Kingdom,AW00011238,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
439,"Wingtip Toys (Cylon, WI)",Latoya,Goel,02/10/1969,latoya18@adventure-works.com,latoya18,Latoya Goel,,United Kingdom,AW00011239,"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/44.0.2403.67 Mobile/12H321 Safari/600.1.4"
440,"Wingtip Toys (Asher, OK)",Anne,Hernandez,09/06/1964,anne4@adventure-works.com,anne4,Anne Hernandez,,United Kingdom,AW00011240,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
441,"Wingtip Toys (Keosauqua, IA)",Lisa,Cai,06/04/1974,lisa24@adventure-works.com,lisa24,Lisa Cai,,France,AW00011241,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C)
442,"Wingtip Toys (Homer City, PA)",Larry,Munoz,11/05/1963,larry9@adventure-works.com,larry9,Larry Munoz,,France,AW00011242,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
443,"Wingtip Toys (Berville, MI)",Robin,Alvarez,08/04/1963,robin2@adventure-works.com,robin2,Robin Alvarez,,United Kingdom,AW00011243,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36"
444,"Wingtip Toys (Tea, SD)",Alexis,Coleman,22/11/1968,alexis28@adventure-works.com,alexis28,Alexis Coleman,,United Kingdom,AW00011244,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36"
445,"Wingtip Toys (Dacono, CO)",Ricky,Vazquez,26/04/1962,ricky15@adventure-works.com,ricky15,Ricky Vazquez,,Germany,AW00011245,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
446,"Wingtip Toys (Saint Landry, LA)",Latasha,Rubio,08/04/1962,latasha21@adventure-works.com,latasha21,Latasha Rubio,,Germany,AW00011246,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36"
447,"Wingtip Toys (Coin, IA)",Claudia,Zhou,04/12/1961,claudia7@adventure-works.com,claudia7,Claudia Zhou,,United Kingdom,AW00011247,"Mozilla/5.0 (PlayStation 4 2.57) AppleWebKit/537.73 (KHTML, like Gecko)"
448,"Wingtip Toys (Salt Wells, NV)",Tristan,Alexander,22/03/1966,tristan19@adventure-works.com,tristan19,Tristan Alexander,,France,AW00011248,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0
449,"Wingtip Toys (Delray, WV)",Cindy,Patel,09/07/1966,cindy3@adventure-works.com,cindy3,Cindy Patel,,Germany,AW00011249,"Mozilla/5.0 (Linux; Android 5.0; SM-G900V Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36"
450,"Wingtip Toys (Mount Summit, IN)",Shannon,Liu,08/03/1966,shannon4@adventure-works.com,shannon4,Shannon Liu,,United Kingdom,AW00011250,Mozilla/5.0 (X11; Linux x86_64; rv:40.0) Gecko/20100101 Firefox/40.0
451,"Wingtip Toys (Smoot, WY)",Xavier,Long,01/01/1938,xavier51@adventure-works.com,xavier51,Xavier Long,,Canada,AW00011251,"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY48I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36"
452,"Wingtip Toys (Lake Davis, CA)",Nicholas,Thompson,05/12/1937,nicholas16@adventure-works.com,nicholas16,Nicholas Thompson,,United States,AW00011252,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36"
453,"Wingtip Toys (Stanardsville, VA)",José,Hernandez,24/08/1949,josé54@adventure-works.com,josé54,José Hernandez,,Canada,AW00011253,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; LCJB; rv:11.0) like Gecko
454,"Wingtip Toys (Corcovado, PR)",Johnathan,Vance,31/08/1938,johnathan5@adventure-works.com,johnathan5,Johnathan Vance,,United States,AW00011254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:38.0) Gecko/20100101 Firefox/38.0
455,"Wingtip Toys (Taft Heights, CA)",Colin,Lin,02/10/1938,colin8@adventure-works.com,colin8,Colin Lin,,United States,AW00011255,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36"
456,"Wingtip Toys (West Hempstead, NY)",Katelyn,Hernandez,20/03/1939,katelyn42@adventure-works.com,katelyn42,Katelyn Hernandez,,United States,AW00011256,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch)
457,"Wingtip Toys (Portales, NM)",Jacqueline,Powell,06/07/1938,jacqueline9@adventure-works.com,jacqueline9,Jacqueline Powell,,United States,AW00011257,"Mozilla/5.0 (Linux; Android 5.0.2; SM-T800 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36"
458,"Wingtip Toys (Coker, AL)",Xavier,Hill,26/12/1938,xavier26@adventure-works.com,xavier26,Xavier Hill,,United States,AW00011258,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36"
459,"Wingtip Toys (Haydenville, OH)",Victoria,Stewart,24/09/1970,victoria24@adventure-works.com,victoria24,Victoria Stewart,,United States,AW00011259,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MASMJS; rv:11.0) like Gecko
460,"Wingtip Toys (Mayhill, NM)",Katelyn,Kelly,08/04/1976,katelyn1@adventure-works.com,katelyn1,Katelyn Kelly,,United States,AW00011260,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
461,"Wingtip Toys (Vair, TX)",Stephanie,Collins,22/10/1970,stephanie52@adventure-works.com,stephanie52,Stephanie Collins,,United States,AW00011261,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
462,"Wingtip Toys (Crossroads, NM)",Jennifer,Simmons,01/05/1975,jennifer88@adventure-works.com,jennifer88,Jennifer Simmons,,Canada,AW00011262,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
463,"Wingtip Toys (Cowlington, OK)",Trinity,Richardson,11/03/1970,trinity9@adventure-works.com,trinity9,Trinity Richardson,,United States,AW00011263,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:39.0) Gecko/20100101 Firefox/39.0
464,"Wingtip Toys (Glen Ullin, ND)",Eduardo,Martin,15/12/1969,eduardo13@adventure-works.com,eduardo13,Eduardo Martin,,United States,AW00011264,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; TNJB; rv:11.0) like Gecko
465,"Wingtip Toys (Oologah, OK)",Elizabeth,Jones,10/01/1970,elizabeth7@adventure-works.com,elizabeth7,Elizabeth Jones,,United States,AW00011265,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
466,"Wingtip Toys (Lytle, TX)",Taylor,Howard,02/11/1969,taylor14@adventure-works.com,taylor14,Taylor Howard,,United States,AW00011266,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
467,"Wingtip Toys (Mahaffey, PA)",David,Diaz,29/09/1975,david55@adventure-works.com,david55,David Diaz,,United States,AW00011267,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
468,"Wingtip Toys (Sunburg, MN)",Katelyn,Carter,31/10/1969,katelyn33@adventure-works.com,katelyn33,Katelyn Carter,,United States,AW00011268,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; ASJB; rv:11.0) like Gecko
469,"Wingtip Toys (Johnetta, KY)",Ryan,Foster,10/10/1975,ryan19@adventure-works.com,ryan19,Ryan Foster,,United States,AW00011269,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
470,"Wingtip Toys (Universal City, TX)",Robert,Lee,01/05/1975,robert82@adventure-works.com,robert82,Robert Lee,,United States,AW00011270,"Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG SCH-I545 4G Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36"
471,"Wingtip Toys (Ridgemark, CA)",Danielle,Reed,03/12/1969,danielle23@adventure-works.com,danielle23,Danielle Reed,,United States,AW00011271,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
472,"Wingtip Toys (San Jacinto, CA)",Lauren,Martinez,10/05/1962,lauren35@adventure-works.com,lauren35,Lauren Martinez,,United States,AW00011272,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174"
473,"Wingtip Toys (Floriston, CA)",Nathan,Lal,31/03/1962,nathan26@adventure-works.com,nathan26,Nathan Lal,,United States,AW00011273,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
474,"Wingtip Toys (Bokeelia, FL)",Kyle,Foster,10/10/1939,kyle11@adventure-works.com,kyle11,Kyle Foster,,United States,AW00011274,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; EIE10;ENUSMSN; rv:11.0) like Gecko
475,"Wingtip Toys (Cale, AR)",Jenny,Rai,18/07/1939,jenny40@adventure-works.com,jenny40,Jenny Rai,,United States,AW00011275,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/45.0.2454.68 Mobile/12H321 Safari/600.1.4"
476,"Wingtip Toys (Karthaus, PA)",Nancy,Chapman,15/09/1974,nancy7@adventure-works.com,nancy7,Nancy Chapman,,Canada,AW00011276,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; MATBJS; rv:11.0) like Gecko
477,"Wingtip Toys (Glancy, MS)",Charles,Jackson,07/12/1968,charles15@adventure-works.com,charles15,Charles Jackson,,Canada,AW00011277,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0
478,"Wingtip Toys (Stoneboro, PA)",Jonathan,Phillips,16/02/1969,jonathan35@adventure-works.com,jonathan35,Jonathan Phillips,,United States,AW00011278,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MASAJS; rv:11.0) like Gecko
479,"Wingtip Toys (Mier, IN)",Amanda,Cook,08/09/1974,amanda3@adventure-works.com,amanda3,Amanda Cook,,United States,AW00011279,Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0
480,"Wingtip Toys (Wapinitia, OR)",Robert,Collins,17/02/1969,robert45@adventure-works.com,robert45,Robert Collins,,United States,AW00011280,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MALC; rv:11.0) like Gecko
481,"Wingtip Toys (White Church, MO)",Megan,Barnes,06/10/1974,megan53@adventure-works.com,megan53,Megan Barnes,,United States,AW00011281,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4049.US Safari/537.36"
482,"Wingtip Toys (Caton, NY)",Christian,Thomas,16/07/1967,christian46@adventure-works.com,christian46,Christian Thomas,,United States,AW00011282,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0
483,"Wingtip Toys (Plum Branch, SC)",Arturo,Lal,24/04/1968,arturo33@adventure-works.com,arturo33,Arturo Lal,,United States,AW00011283,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/33.0.0.0 Safari/534.24"
484,"Wingtip Toys (Mauldin, SC)",Theresa,Serrano,24/09/1967,theresa12@adventure-works.com,theresa12,Theresa Serrano,,United States,AW00011284,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; MDDCJS; rv:11.0) like Gecko
